news_id,member_id,headline,source,date,url,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
news_f3fd8a7efb,mem_414b7b0e40,"Not as good as we want, not as bad as we’ve heard: Teen mental health during the COVID-19 pandemic",theconversation.com,2021,https://theconversation.com/not-as-good-as-we-want-not-as-bad-as-weve-heard-teen-mental-health-during-the-covid-19-pandemic-168727,"Not as good as we want, not as bad as we’ve heard: Teen mental health during the COVID-19 pandemic . Conversation Canada. (2021)",1,both,yes,yes,no
news_af6261f5b6,mem_414b7b0e40,The kids are (mostly) alright: Lessons learned in Calgary public schools during the pandemic,www.cbc.ca,2021,https://www.cbc.ca/news/canada/calgary/calgary-public-schools-lessons-covid-1.5951766,The kids are (mostly) alright: Lessons learned in Calgary public schools during the pandemic . CBC News. (2021),2,both,yes,yes,no
news_254e3c1983,mem_414b7b0e40,Students are more stressed about isolating than COVID-19 itself: survey,calgaryherald.com,2020,https://calgaryherald.com/news/local-news/students-are-more-stressed-about-isolating-than-covid-19-itself-survey,Students are more stressed about isolating than COVID-19 itself: survey . Calgary Herald. (2020),3,both,yes,yes,no
news_1ede50e339,mem_414b7b0e40,U of C study aims to create support program for families of first responders,globalnews.ca,2020,https://globalnews.ca/news/6913553/u-of-c-support-program-fist-responder-families/,U of C study aims to create support program for families of first responders . Global News. (2020),4,both,yes,yes,no
news_9f6cfcaba9,mem_05362065f8,the Body Project. 660 News. (2018),,2018,,the Body Project. 660 News. (2018),0,both,yes,yes,no
news_ea0747af86,mem_285408d323,PharmAla appoints Dr Leah Mayo to Scientific Advisory Board,ca.finance.yahoo.com,2022,https://ca.finance.yahoo.com/news/pharmala-appoints-dr-leah-mayo-130000333.html,PharmAla appoints Dr Leah Mayo to Scientific Advisory Board . Yahoo Finance. (2022),0,both,yes,yes,no
news_8abc45a468,mem_285408d323,University of Calgary recruits Canada's first research chair in psychedelics,calgaryherald.com,2022,https://calgaryherald.com/news/local-news/university-of-calgary-recruits-canadas-first-research-chair-in-psychedelics,University of Calgary recruits Canada's first research chair in psychedelics . Calgary Herald. (2022),1,both,yes,yes,no
news_1f9c9d9eac,mem_285408d323,Are psychedelics the future of mental health?,www.avenuecalgary.com,2022,https://www.avenuecalgary.com/innovation/psychedelics-mental-health-treatments/,Are psychedelics the future of mental health? . Avenue Magazine. (2022),2,both,yes,yes,no
news_10d2c9489b,mem_285408d323,"Not so high, not so fast",www.theglobeandmail.com,2023,https://www.theglobeandmail.com/canada/article-psychedelic-drugs-mental-illness-treatment/,"Not so high, not so fast . The Globe and Mail. (2023)",3,both,yes,yes,no
news_11f0059a92,mem_285408d323,"Research, remedy and regulation: the changing dynamics of psychedelic therapy in Alberta",www.cbc.ca,2022,https://www.cbc.ca/news/canada/edmonton/psychedelics-alberta-regulations-united-conservative-party-government-ketamine-psilocybin-mdma-1.6622674,"Research, remedy and regulation: the changing dynamics of psychedelic therapy in Alberta . CBC News. (2022)",4,both,yes,yes,no
news_ee07b58ab6,mem_ffc70c151e,Steps to help maintain a healthy brain easy to do,www.cbc.ca,2016,https://www.cbc.ca/news/canada/calgary/brain-health-dementia-1.3650245,Steps to help maintain a healthy brain easy to do . CBC. (2016),0,both,yes,yes,no
news_fbad422a83,mem_ffc70c151e,Why 'dementia villages' might be the future of care for people with Alzheimer's,www.cbc.ca,2017,https://www.cbc.ca/news/canada/calgary/dementia-village-alzheimers-alberta-calgary-gerontology-1.4024693,Why 'dementia villages' might be the future of care for people with Alzheimer's . CBC News. (2017),1,both,yes,yes,no
news_15f5b3b7c3,mem_d71eba52b6,Why You Should Be Thinking About Healthy Aging Now,www.avenuecalgary.com,2021,https://www.avenuecalgary.com/city-life/why-you-should-be-thinking-about-healthy-aging-now/?mkt_tok=MTYxLU9MTi05OTAAAAF9zg7KkXsMKshkFpuvZglVuimZ9tycVILbOVyf8q5SEVlBi0-4JgOJ2hbD8qHaIyiAZAIVzii4hNMZiq-R6eY7dPI1dCqxNw0UKZnyQB5k_YBNqA,Why You Should Be Thinking About Healthy Aging Now . Avenue Magazine. (2021),0,both,yes,yes,no
news_7fabafb45d,mem_d71eba52b6,"Boosting your brain’s health; Being active, good nutrition and proper sleep can combat the effects of cognitive aging",calgaryherald.com,2021,https://calgaryherald.com/special-sections/encore-lifestyles/boosting-your-brains-health,"Boosting your brain’s health; Being active, good nutrition and proper sleep can combat the effects of cognitive aging . Calgary Herald. (2021)",1,both,yes,yes,no
news_a7b1929bae,mem_d71eba52b6,Exercise can make the brain function at a level five years younger: U of C researchers,calgary.ctvnews.ca,2020,https://calgary.ctvnews.ca/exercise-can-make-the-brain-function-at-a-level-five-years-younger-u-of-c-researchers-1.4941171,Exercise can make the brain function at a level five years younger: U of C researchers . CTV news Calgary. (2020),2,both,yes,yes,no
news_a39b8b553c,mem_d71eba52b6,"Resurgence of aerobics and exercise during 2020 and the pandemic. In Press, LA TIMES. Author Ilana Kaplan.",,2020,,"Resurgence of aerobics and exercise during 2020 and the pandemic. In Press, LA TIMES. Author Ilana Kaplan.",3,both,yes,yes,no
news_61fa85c043,mem_d71eba52b6,How aerobic exercise helps us to keep out wits about us as we age; University of Calgary study shows it’s never too late to see the brain benefits from regular exercise,www.ucalgary.ca,2020,https://www.ucalgary.ca/news/how-aerobic-exercise-helps-us-keep-our-wits-about-us-we-age,"How aerobic exercise helps us to keep out wits about us as we age; University of Calgary study shows it’s never too late to see the brain benefits from regular exercise . UCalgary News, O’Brien Institute for Public Health. (2020)",4,both,yes,yes,no
news_bebfd0ff3d,mem_d71eba52b6,University of Calgary research reveals complexity of relationship between exercise and cognitive health,thegauntlet.ca,2017,https://thegauntlet.ca/2017/11/03/university-of-calgary-research-reveals-complexity-of-relationship-between-exercise-and-cognitive-health/,University of Calgary research reveals complexity of relationship between exercise and cognitive health . The Gauntlet Magazine. (2017),5,both,yes,yes,no
news_60c67b4a4a,mem_d71eba52b6,"Leading the Way, University of Calgary Researchers Dr. Eric Smith and Dr. Marc Poulin are on the forefront of early dementia diagnosis and prevention",issuu.com,2017,https://issuu.com/redpointmedia/docs/dementia_connections_fall_2017_-_di,"Leading the Way, University of Calgary Researchers Dr. Eric Smith and Dr. Marc Poulin are on the forefront of early dementia diagnosis and prevention . pp 20-23, Dementia Connections Magazine. (2017)",6,both,yes,yes,no
news_5a784e72ca,mem_d71eba52b6,Brain In Motion Study aims to advance knowledge of relationship between exercise and brain health. Cumming School of Medicine News Digest. (2017),,2017,,Brain In Motion Study aims to advance knowledge of relationship between exercise and brain health. Cumming School of Medicine News Digest. (2017),7,both,yes,yes,no
news_cd452bb67b,mem_d71eba52b6,Do you know how to keep your brain healthy?,www.canadianliving.com,2017,https://www.canadianliving.com/health/prevention-and-recovery/article/do-you-know-how-to-keep-your-brain-healthy,Do you know how to keep your brain healthy? . Canadian Living Magazine. (2017),8,both,yes,yes,no
news_4dff60e77e,mem_d71eba52b6,Seven Healthy Habits Through the Ages; Healthy Habit for Your 60s Train the Brain,alumni.ucalgary.ca,2017,https://alumni.ucalgary.ca/sites/default/files/2018-08/2017%20Spring-Summer.pdf,"Seven Healthy Habits Through the Ages; Healthy Habit for Your 60s Train the Brain . p 28, UCalgary Alumni Magazine. (2017)",9,both,yes,yes,no
news_e27799504c,mem_d71eba52b6,"Brain Health and the role of exercise on the aging brain. Morning North with Barry Mercer, CBC Radio Canada. (2014)",,2014,,"Brain Health and the role of exercise on the aging brain. Morning North with Barry Mercer, CBC Radio Canada. (2014)",10,both,yes,yes,no
news_d515cfcf02,mem_d71eba52b6,"Brain Health and the role of exercise on the aging brain. Afternoon Road Show, CBC Radio Canada. (2014)",,2014,,"Brain Health and the role of exercise on the aging brain. Afternoon Road Show, CBC Radio Canada. (2014)",11,both,yes,yes,no
news_b6886ff609,mem_d71eba52b6,A primer on the highs and lows of altitude training,www.theglobeandmail.com,2013,https://www.theglobeandmail.com/life/health-and-fitness/fitness/a-primer-on-the-highs-and-lows-of-altitude-training/article13044679/,A primer on the highs and lows of altitude training . Globe and Mail. (2013),12,both,yes,yes,no
news_fe22a048c7,mem_d71eba52b6,U of Calgary seeks brain study volunteers,www.cbc.ca,2011,https://www.cbc.ca/news/canada/calgary/u-of-calgary-seeks-brain-study-volunteers-1.1062942,U of Calgary seeks brain study volunteers . CBC (Canadian Broadcasting Corporation). (2011),13,both,yes,yes,no
news_cf53920d15,mem_4393bff7a6,Staying physically active and socially connected a challenge for Calgarians over 65,news.ucalgary.ca,2021,https://news.ucalgary.ca/news/staying-physically-active-and-socially-connected-challenge-calgarians-over-65,Staying physically active and socially connected a challenge for Calgarians over 65 . UToday. (2021),0,both,yes,yes,no
news_ba4526c120,mem_4393bff7a6,"What social supports keep older adults physically active, researcher wants to know",ucalgary.ca,2018,https://ucalgary.ca/news/what-social-supports-keep-older-adults-physically-active-researcher-wants-know,"What social supports keep older adults physically active, researcher wants to know . UToday. (2018)",1,both,yes,yes,no
news_8f185e1a5c,mem_0f24dba938,UCalgary receives federal funding for state-of-the-art research equipment,www.ucalgary.ca,2018,http://www.ucalgary.ca/utoday/issue/2018-04-12/,UCalgary receives federal funding for state-of-the-art research equipment . UToday. (2018),0,both,yes,yes,no
news_4f4c646f9a,mem_28292f693f,Healthy Publics,www.theanimalturnpodcast.com,2024,https://www.theanimalturnpodcast.com/s7-multispecies-health/s7e2,Healthy Publics . The Animal Turn. (2024),0,both,yes,yes,no
news_2426ff7c04,mem_6f76ca3c25,Decriminalization,policyoptions.irpp.org,2021,https://policyoptions.irpp.org/magazines/may-2021/conflating-drug-use-and-criminality-is-reinforcing-racism-in-the-courts/,Decriminalization . Policy Options. (2021),0,both,yes,yes,no
news_ce04f99115,mem_6f76ca3c25,"Fatal overdoses often happen when users are alone. Hotlines, sensors, can save lives.",www.washingtonpost.com,2025,https://www.washingtonpost.com/health/2024/10/19/fatal-drug-overdoses-alarms-sensors/,"Fatal overdoses often happen when users are alone. Hotlines, sensors, can save lives. . The Washington Post. (2025)",1,both,yes,yes,no
news_f10c4211ab,mem_6f76ca3c25,National Overdose Response Service,www.theglobeandmail.com,,https://www.theglobeandmail.com/canada/alberta/article-national-drug-overdose-hotline-saves-lives-after-year-in-service-data/,National Overdose Response Service . The Globe and Mail.,2,both,yes,yes,no
news_3b3cb53d69,mem_6f76ca3c25,Canada has a hotline for people who use drugs,www.youtube.com,2025,https://www.youtube.com/watch?v=28WWMTbr6qo,Canada has a hotline for people who use drugs . CBC The National . (2025),3,both,yes,yes,no
news_dbfaa0206e,mem_6f76ca3c25,"As safe drug-consumption sites seem set to dwindle, a phone service steps up to help watch users",www.thestar.com,2024,https://www.thestar.com/news/insight/as-safe-drug-consumption-sites-seem-set-to-dwindle-a-phone-service-steps-up-to/article_0535e7a4-8d88-11ef-8b40-9347788d4590.html,"As safe drug-consumption sites seem set to dwindle, a phone service steps up to help watch users . The Toronto Star. (2024)",4,both,yes,yes,no
news_aa4f49f3ee,mem_6f76ca3c25,Drug Decriminalization Spawns a Political Debacle for Progressives,www.bloomberg.com,2024,https://www.bloomberg.com/news/features/2024-10-18/drug-decriminalization-rewrites-politics-in-bc-canada-before-elections?srnd=phx-industries-health,Drug Decriminalization Spawns a Political Debacle for Progressives . Bloomburg. (2024),5,both,yes,yes,no
news_1f4d57aa66,mem_6f76ca3c25,Digging Deeper. Canada’s Toxic Drug Crisis,open.spotify.com,2024,https://open.spotify.com/episode/0o8ngbzF25WpfUaycq31J9,Digging Deeper. Canada’s Toxic Drug Crisis . The Vassy Kapelos Show CTV Podcast.. (2024),6,both,yes,yes,no
news_61712f26f3,mem_6f76ca3c25,The Secret to Solving Homelessness,www.youtube.com,2024,https://www.youtube.com/watch?v=CkTR5qu_NFY,The Secret to Solving Homelessness . The Ryan Jespersen Show. (2024),7,both,yes,yes,no
news_57455387ce,mem_6f76ca3c25,Every 49 minutes,www.macleans.ca,2021,https://www.macleans.ca/longforms/opioid-crisis-canada/,Every 49 minutes . Maclean's Magazine. (2021),8,both,yes,yes,no
news_e6dd0d89e3,mem_902f442140,Black in Neuroscience,www.sciencerendezvous.ca,,https://www.sciencerendezvous.ca/news/2021/07/26/black-in-neuroscience-spotlight-dr-morris-scantlebury/,Black in Neuroscience .,0,both,yes,yes,no
news_1be2c08e72,mem_902f442140,Visibility and Inclusive Excellence,ucalgary.ca,,https://ucalgary.ca/news/visibility-and-inclusive-excellence-science-faculty-members-win-calgary-black-achievement-awards,Visibility and Inclusive Excellence .,1,both,yes,yes,no
news_0a132c01ff,mem_902f442140,Indigenous Women in Neurosciences at UCalgary,ucalgary.ca,,https://ucalgary.ca/news/postdoctoral-scholar-invites-indigenous-women-seek-out-career-science,Indigenous Women in Neurosciences at UCalgary .,2,both,yes,yes,no
news_0de5f7366f,mem_902f442140,Help for babies with infantile spasms,research4kids.ucalgary.ca,,https://research4kids.ucalgary.ca/news/cihr-project-grant-will-help-team-find-mechanisms-underlying-epilepsy-infants,Help for babies with infantile spasms .,3,both,yes,yes,no
news_6712917dee,mem_cce204cb8c,Opinion Editorials appearing in various news outlets,evidencenetwork.ca,,https://evidencenetwork.ca/?s=nicole+letourneau,Opinion Editorials appearing in various news outlets . Evidence Network.,0,both,yes,yes,no
news_7d7e5f1333,mem_cce204cb8c,Mental Health and Indigenous Child Welfare,ottawacitizen.com,2022,https://ottawacitizen.com/opinion/letourneau-mental-health-is-a-key-component-of-a-new-indigenous-child-welfare-system,Mental Health and Indigenous Child Welfare . Ottawa Citizen. (2022),1,both,yes,yes,no
news_47055ad217,mem_cce204cb8c,COVID-19 and Mental Health Care,www.theglobeandmail.com,2022,https://www.theglobeandmail.com/opinion/article-better-access-to-mental-health-care-may-be-the-silver-lining-of-covid/,COVID-19 and Mental Health Care . Globe and Mail. (2022),2,both,yes,yes,no
news_700810e91c,mem_cce204cb8c,Personalized Medicine,huffpost.netblogpro.com,2017,https://huffpost.netblogpro.com/archive/ca/entry/we-need-to-adjust-our-expectations-for-personalized-medicine_b_10463366,Personalized Medicine . Huff Post. (2017),3,both,yes,yes,no
news_0149e27955,mem_cce204cb8c,Genomic Research Lacks Diversity,www.thestar.com,2022,https://www.thestar.com/opinion/contributors/2022/01/10/genomic-research-lacks-diversity-and-could-mean-a-reduced-quality-of-care-for-patients-of-different-ethnicities.html,Genomic Research Lacks Diversity . Toronto Star. (2022),4,both,yes,yes,no
news_81efd8df84,mem_0f847603bd,New findings in how animals move. UToday. (2024),,2024,,New findings in how animals move. UToday. (2024),0,both,yes,yes,no
news_915a0abd24,mem_79f23a1fd5,#GirlsNeedRoleModels,girlsinscience.ca,,https://girlsinscience.ca/video/,#GirlsNeedRoleModels .,0,both,yes,yes,no
news_e7ad09806b,mem_79f23a1fd5,How Calgary’s Dr. Ranita Manocha Overcame Injuries as an Elite Athlete and Became a Physiatrist,www.avenuecalgary.com,,https://www.avenuecalgary.com/city-life/people/dr-ranita-manocha-physiatrist-calgary/,How Calgary’s Dr. Ranita Manocha Overcame Injuries as an Elite Athlete and Became a Physiatrist .,1,both,yes,yes,no
news_5196055db9,mem_79f23a1fd5,Youth complete health research program amid pandemic restrictions,www.ucalgary.ca,,https://www.ucalgary.ca/news/youth-complete-health-research-program-amid-pandemic-restrictions,Youth complete health research program amid pandemic restrictions .,2,both,yes,yes,no
news_60ffa2f05d,mem_79f23a1fd5,Mobility devices: Not a one-size-fits-all approach,news.ucalgary.ca,,https://news.ucalgary.ca/news/mobility-devices-not-one-size-fits-all-approach,Mobility devices: Not a one-size-fits-all approach .,3,both,yes,yes,no
news_2fee149c4a,mem_79f23a1fd5,One Step at a Time: Physiatrist Focused on Fundamental MSK Research,indd.adobe.com,,https://indd.adobe.com/view/571355c3-ab45-4fca-8c24-fae3c0a7befd,One Step at a Time: Physiatrist Focused on Fundamental MSK Research .,4,both,yes,yes,no
news_247586a58e,mem_79f23a1fd5,Physical Medicine & Rehabilitation Fellow Profile – Ranita Manocha,residentdoctors.ca,,http://residentdoctors.ca/wp-content/uploads/2017/10/Resident-Profile-Physical-Medicine-_-Rehabilitation_RManocha-EN.pdf,Physical Medicine & Rehabilitation Fellow Profile – Ranita Manocha .,5,both,yes,yes,no
news_f88ef280f9,mem_79f23a1fd5,All you ever wanted to know about the elbow with Ranita Manocha,gradcastradio.podbean.com,,http://gradcastradio.podbean.com/e/gradcast-47-all-you-ever-wanted-to-know-about-the-elbow-with-ranita-manocha/,All you ever wanted to know about the elbow with Ranita Manocha .,6,both,yes,yes,no
news_b4971bd6f9,mem_79f23a1fd5,Resident Spotlight: Dr. Ranita Manocha – Devoted to making a difference in her patients’ lives,www.schulich.uwo.ca,,https://www.schulich.uwo.ca/communications/the_pulse/2014/november/resident_spotlight_ranita_manocha__devoted_to_making_a_difference_in_her_patients_lives.html,Resident Spotlight: Dr. Ranita Manocha – Devoted to making a difference in her patients’ lives .,7,both,yes,yes,no
news_f8cc1a2baa,mem_79f23a1fd5,Class of 2021: Taste of research opened many new doors for kinesiology grad.,ucalgary.ca,2021,https://ucalgary.ca/news/class-2021-taste-research-opened-many-new-doors-kinesiology-grad,Class of 2021: Taste of research opened many new doors for kinesiology grad. . (2021),8,both,yes,yes,no
news_ea6bc92011,mem_79f23a1fd5,Interactive app helps prevent injury from incorrect use of walking aids,ucalgary.ca,2022,https://ucalgary.ca/news/interactive-app-helps-prevent-injury-incorrect-use-walking-aids,Interactive app helps prevent injury from incorrect use of walking aids . (2022),9,both,yes,yes,no
news_839ec7f13a,mem_79f23a1fd5,Impact Now: Smartphone App Provides Proper Use Training for Walking Aids,directory.libsyn.com,2022,https://directory.libsyn.com/episode/index/show/now-innovating/id/21471530,Impact Now: Smartphone App Provides Proper Use Training for Walking Aids . (2022),10,both,yes,yes,no
news_e92de2e762,mem_79f23a1fd5,"Embracing the pivot, scholarship winner shifts from medicine to law",news.ucalgary.ca,2022,https://news.ucalgary.ca/news/embracing-pivot-scholarship-winner-shifts-medicine-law,"Embracing the pivot, scholarship winner shifts from medicine to law . (2022)",11,both,yes,yes,no
news_58ba0f371f,mem_79f23a1fd5,Event shares hope for hypermobility patients,cumming.ucalgary.ca,2023,https://cumming.ucalgary.ca/departments/dcns/about/news/event-shares-hope-hypermobility-patients,Event shares hope for hypermobility patients . (2023),12,both,yes,yes,no
news_e9ae614e91,mem_bdcc331ca3,The Brain-Boosting Benefits of Exercise and Cerebral Blood Flow,www.psychologytoday.com,2020,https://www.psychologytoday.com/ca/blog/the-athletes-way/202005/the-brain-boosting-benefits-exercise-and-cerebral-blood-flow,The Brain-Boosting Benefits of Exercise and Cerebral Blood Flow . Psychology Today. (2020),0,both,yes,yes,no
news_9313aa1bee,mem_53e913a810,"Deputy Provost - Dr. Robin Yates, PhD",www.ucalgary.ca,,https://www.ucalgary.ca/provost/provost-team/dean-and-vice-provost-graduate-studies,"Deputy Provost - Dr. Robin Yates, PhD .",0,both,yes,yes,no
news_a685a7291f,mem_544d7ede34,Electrifying new research on the impact of head trauma in career fighters,ucalgary.ca,2021,https://ucalgary.ca/news/electrifying-new-research-impact-head-trauma-career-fighters?mkt_tok=MTYxLU9MTi05OTAAAAF9ckXR6i5-hQVVVNo4p4ltaIMqaIct0jGgp8Kcp4lY4S3Cto19G6iOSEH8GVKjS4Trk30XNdOVWgB8YcM-0DxKPAGEzzrpNpjkpxgGg6Iy9ygVhw,Electrifying new research on the impact of head trauma in career fighters . UToday. (2021),0,both,yes,yes,no
news_acc0c62e8f,mem_544d7ede34,Kinesiology researcher creates new way to assess and track neurological function,ucalgary.ca,2020,https://ucalgary.ca/news/kinesiology-researcher-creates-new-way-assess-and-track-neurological-function,Kinesiology researcher creates new way to assess and track neurological function . UToday. (2020),1,both,yes,yes,no
news_6893a70093,mem_587dff4153,'Let's make it easy for these kids': Calgary doctor connects disabled children with accessible activities,www.cbc.ca,,https://www.cbc.ca/news/canada/calgary/disabled-kids-recreational-activities-more-active-maceachern-1.4069533,'Let's make it easy for these kids': Calgary doctor connects disabled children with accessible activities .,0,both,yes,yes,no
news_f341073917,mem_4f4215a32e,Sayeh Bayat | Top 40 Under 40 2025,www.avenuecalgary.com,2025,https://www.avenuecalgary.com/top-40-under-40/2025/sayeh-bayat/,Sayeh Bayat | Top 40 Under 40 2025 . Avenue Calgary. (2025),0,both,yes,yes,no
news_2a358f91c2,mem_4f4215a32e,Driven to understand: What driving data reveals about dementia,research.sunnybrook.ca,2025,https://research.sunnybrook.ca/2025/09/driven-to-understand-what-driving-data-reveals-about-dementia/,Driven to understand: What driving data reveals about dementia . Sunnybrook Research Institute. (2025),1,both,yes,yes,no
news_0ccb0f7306,mem_4f4215a32e,Calgary researcher hoping to drive change for people with dementia,globalnews.ca,2023,https://globalnews.ca/news/9605455/calgary-researcher-change-dementia/,Calgary researcher hoping to drive change for people with dementia . Global News. (2023),2,both,yes,yes,no
news_a62a7a87db,mem_4f4215a32e,Understanding the relationship between older adults and their environments,agewell-nce.ca,2022,https://agewell-nce.ca/archives/14538,Understanding the relationship between older adults and their environments . AGE-WELL NCE. (2022),3,both,yes,yes,no
news_ae32328c48,mem_4f4215a32e,What Your Driving Says About Your Risk of Dementia,www.telegraph.co.uk,2021,https://www.telegraph.co.uk/health-fitness/conditions/dementia/driving-says-risk-dementia/,What Your Driving Says About Your Risk of Dementia . The Telegraph. (2021),4,both,yes,yes,no
news_ef376c924a,mem_4f4215a32e,Seeking Early Signals of Dementia in Driving and Credit Scores,www.nytimes.com,2021,https://www.nytimes.com/2021/08/23/health/dementia-behavior-alzheimers.html,Seeking Early Signals of Dementia in Driving and Credit Scores . The New York Times. (2021),5,both,yes,yes,no
news_21b1bcfa30,mem_4f4215a32e,How your driving might reveal early signs of Alzheimer's,www.bbc.com,2021,https://www.bbc.com/news/business-57670006,How your driving might reveal early signs of Alzheimer's . BBC News. (2021),6,both,yes,yes,no
news_72f874f5b2,mem_eba13da887,"Association of anxiety and depressive symptoms, disorders and migraine in pediatric patients",www.consultant360.com,2023,https://www.consultant360.com/videos/watch-association-anxiety-and-depressive-symptoms-disorders-and-migraine-pediatric-patients,"Association of anxiety and depressive symptoms, disorders and migraine in pediatric patients . Consultant 360. (2023)",0,both,yes,yes,no
news_ad91344844,mem_eba13da887,The untapped opportunity to better understand migraine in children and adolescents: a podcast with Serena Orr,migrainecollaborative.org,2023,https://migrainecollaborative.org/the-untapped-opportunity-to-better-understand-migraine-in-children-and-adolescents-a-podcast-with-serena-orr,The untapped opportunity to better understand migraine in children and adolescents: a podcast with Serena Orr . Migraine Science Collaborative. (2023),1,both,yes,yes,no
news_0ed469e7c8,mem_eba13da887,"Children with migraine at high risk of comorbid anxiety, depression",www.medscape.com,2022,https://www.medscape.com/viewarticle/976385#vp_1,"Children with migraine at high risk of comorbid anxiety, depression . Medscape. (2022)",2,both,yes,yes,no
news_5b535adb7d,mem_eba13da887,Anxiety and depression in children and adolescents with migraine,www.neurologylive.com,2022,https://www.neurologylive.com/view/anxiety-depression-children-adolescents-migraine-serena-orr,Anxiety and depression in children and adolescents with migraine . Neurology Live. (2022),3,both,yes,yes,no
news_467917739b,mem_eba13da887,"A new prospective study documents a direct relationship between ACEs and migraine, independent of depression or anxiety",www.linkedin.com,2022,https://www.linkedin.com/pulse/adverse-childhood-experiences-increase-/?trackingId=/rSt%2B/Y3RElCMjkY0jGGMw%3D%3D,"A new prospective study documents a direct relationship between ACEs and migraine, independent of depression or anxiety . Migraine Science Collaborative. (2022)",4,both,yes,yes,no
news_b953465e7f,mem_eba13da887,Why isn't my child's migraine treatment plan working?,www.youtube.com,2022,https://www.youtube.com/watch?v=TyKy2bvC7SQ,Why isn't my child's migraine treatment plan working? . American Migraine Foundation. (2022),5,both,yes,yes,no
news_8ce305fab2,mem_eba13da887,Stress and peak pain severity in chronic migraine,touchneurology.com,2021,https://touchneurology.com/headache/conference-hub/serena-orr-ahs-2021-stress-and-peak-pain-severity-in-chronic-migraine/,Stress and peak pain severity in chronic migraine . Touch Neurology. (2021),6,both,yes,yes,no
news_d7e00ebc02,mem_eba13da887,Calgary weather getting to your head? You could blame chinooks,www.cbc.ca,2021,https://www.cbc.ca/news/canada/calgary/calgary-chinooks-migraine-headaches-1.5952386,Calgary weather getting to your head? You could blame chinooks . CBC EyeOpener. (2021),7,both,yes,yes,no
news_d93c71a0c7,mem_eba13da887,The unique demands of childhood migraine,profiles.ucalgary.ca,2020,https://profiles.ucalgary.ca/www.nature.com/articles/d41586-020-02869-2,The unique demands of childhood migraine . Nature Outlook. (2020),8,both,yes,yes,no
news_31782de982,mem_65229f6177,To Play or Not to Play With Your Kid? It shouldn’t be this hard to decide,www.theatlantic.com,2024,https://www.theatlantic.com/family/archive/2024/09/independent-play-advice-is-stressing-parents-out/679706/,To Play or Not to Play With Your Kid? It shouldn’t be this hard to decide . The Atlantic. (2024),0,both,yes,yes,no
news_d8ba6f873f,mem_65229f6177,How to talk to your kids about online sexual extortion,www.cbc.ca,2023,https://www.cbc.ca/listen/live-radio/1-63-the-current/clip/16026548-how-talk-kids-online-sexual-extortion,How to talk to your kids about online sexual extortion . CBC - The Current. (2023),1,both,yes,yes,no
news_c29d2debc7,mem_65229f6177,"Teen mental health support can learn from cancer care in Ontario, psychologist says",www.cbc.ca,2023,https://www.cbc.ca/radio/thecurrent/cancer-care-ontario-teen-mental-health-1.6972977,"Teen mental health support can learn from cancer care in Ontario, psychologist says . CBC - The Current. (2023)",2,both,yes,yes,no
news_9f32b15698,mem_65229f6177,Screen Time and Child Development,podcasts.apple.com,2023,https://podcasts.apple.com/ca/podcast/screen-time-exposure-at-age-1-year-and-developmental/id1091741758?i=1000637450060,Screen Time and Child Development . JAMA Pediatrics Podcast. (2023),3,both,yes,yes,no
news_f523e64fa6,mem_65229f6177,"Children under 2 shouldn’t have any screen time at all, new doctor guidelines recommend",www.theglobeandmail.com,2022,https://www.theglobeandmail.com/canada/article-kids-under-2-screen-time/,"Children under 2 shouldn’t have any screen time at all, new doctor guidelines recommend . The Globe and Mail. (2022)",4,both,yes,yes,no
news_2881d0b39c,mem_65229f6177,Screens vs Kids,www.cbc.ca,2020,https://www.cbc.ca/natureofthings/episodes/kids-vs-screens,Screens vs Kids . The Nature of Things . (2020),5,both,yes,yes,no
news_9060ec00e2,mem_65229f6177,"Youth depression and anxiety doubled during the pandemic, new analysis finds",www.cnn.com,2021,https://www.cnn.com/2021/08/10/health/covid-child-teen-depression-anxiety-wellness/index.html,"Youth depression and anxiety doubled during the pandemic, new analysis finds . CNN. (2021)",6,both,yes,yes,no
news_8b3422e0c2,mem_65229f6177,"Pandemic’s toll on mental health of mothers exceeds fears of researchers, Lancet study finds",www.theglobeandmail.com,2021,https://www.theglobeandmail.com/amp/canada/article-pandemics-toll-on-mental-health-of-mothers-exceeds-fears-of/,"Pandemic’s toll on mental health of mothers exceeds fears of researchers, Lancet study finds . The Globe and Mail. (2021)",7,both,yes,yes,no
news_9d09d944e8,mem_65229f6177,How will babies born during the pandemic meet the world?,podcasts.apple.com,2020,https://podcasts.apple.com/us/podcast/how-will-babies-born-during-the-pandemic-meet-the-world/id1399721065?i=1000521064736,How will babies born during the pandemic meet the world? . The Big Story Podcast . (2020),8,both,yes,yes,no
news_d5c1308d1d,mem_65229f6177,Study links high levels of screen time to slower child development,www.theguardian.com,2019,https://www.theguardian.com/society/2019/jan/28/study-links-high-levels-of-screen-time-to-slower-child-development,Study links high levels of screen time to slower child development . The Guardian. (2019),9,both,yes,yes,no
news_0740b22638,mem_65229f6177,Teenagers Are Sexting — Now What?,www.nytimes.com,2019,https://www.nytimes.com/2018/03/12/well/family/teens-are-sexting-now-what.html,Teenagers Are Sexting — Now What? . The New York Times. (2019),10,both,yes,yes,no
